date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:00:16	42369/42369	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2011:30:17%20GMT	https://www.gokulshreeschool.com/course_details.php?cid=T1RFPQ==	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/course_details62b6.html	(from https://www.gokulshreeschool.com/courses.php?cid=TkE9PQ==)
17:00:16	796/796	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Feb%202026%2011:30:17%20GMT	https://www.gokulshreeschool.com/new/images/user/1628420959569.jpg	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/new/images/user/1628420959569.jpg	(from https://www.gokulshreeschool.com/courses.php?cid=TkE9PQ==)
17:00:16	34599/34599	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2011:30:17%20GMT	https://www.gokulshreeschool.com/course_details.php?cid=T1RJPQ==	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/course_details32d6.html	(from https://www.gokulshreeschool.com/courses.php?cid=TkE9PQ==)
17:00:16	796/796	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Feb%202026%2011:30:17%20GMT	https://www.gokulshreeschool.com/new/images/user/1628421003407.jpg	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/new/images/user/1628421003407.jpg	(from https://www.gokulshreeschool.com/courses.php?cid=TkE9PQ==)
17:00:17	39911/39911	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2011:30:18%20GMT	https://www.gokulshreeschool.com/course_details.php?cid=T1RNPQ==	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/course_details413e.html	(from https://www.gokulshreeschool.com/courses.php?cid=TkE9PQ==)
17:00:17	796/796	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Feb%202026%2011:30:18%20GMT	https://www.gokulshreeschool.com/new/images/user/1628421050956.jpg	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/new/images/user/1628421050956.jpg	(from https://www.gokulshreeschool.com/courses.php?cid=TkE9PQ==)
17:00:18	41282/41282	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2011:30:18%20GMT	https://www.gokulshreeschool.com/course_details.php?cid=T1RRPQ==	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/course_details4760.html	(from https://www.gokulshreeschool.com/courses.php?cid=TkE9PQ==)
17:00:18	796/796	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Feb%202026%2011:30:19%20GMT	https://www.gokulshreeschool.com/new/images/user/1628320711639.jpg	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/new/images/user/1628320711639.143.delayed	(from https://www.gokulshreeschool.com/courses.php?cid=TlE9PQ==)
17:00:18	36760/36760	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2011:30:19%20GMT	https://www.gokulshreeschool.com/course_details.php?cid=Tmc9PQ==	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/course_details9160.html	(from https://www.gokulshreeschool.com/courses.php?cid=TlE9PQ==)
17:00:18	796/796	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Feb%202026%2011:30:19%20GMT	https://www.gokulshreeschool.com/new/images/user/1628320739623.jpg	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/new/images/user/1628320739623.jpg	(from https://www.gokulshreeschool.com/courses.php?cid=TlE9PQ==)
17:00:19	37499/37499	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2011:30:20%20GMT	https://www.gokulshreeschool.com/course_details.php?cid=Tnc9PQ==	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/course_detailse25f.html	(from https://www.gokulshreeschool.com/courses.php?cid=TlE9PQ==)
17:00:19	796/796	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Feb%202026%2011:30:20%20GMT	https://www.gokulshreeschool.com/new/images/user/1628320769526.jpg	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/new/images/user/1628320769526.jpg	(from https://www.gokulshreeschool.com/courses.php?cid=TlE9PQ==)
17:00:20	36315/36315	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2011:30:20%20GMT	https://www.gokulshreeschool.com/course_details.php?cid=T0E9PQ==	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/course_details3101.html	(from https://www.gokulshreeschool.com/courses.php?cid=TlE9PQ==)
17:00:20	31595/31595	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2011:30:21%20GMT	https://www.gokulshreeschool.com/course_details.php?cid=T1RjPQ==	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/course_details94f9.html	(from https://www.gokulshreeschool.com/courses.php?cid=T1E9PQ==)
17:00:20	31628/31628	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2011:30:21%20GMT	https://www.gokulshreeschool.com/course_details.php?cid=T1RnPQ==	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/course_detailse0e9.html	(from https://www.gokulshreeschool.com/courses.php?cid=T1E9PQ==)
17:00:21	33217/33217	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2011:30:21%20GMT	https://www.gokulshreeschool.com/course_details.php?cid=T1RrPQ==	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/course_details9b39.html	(from https://www.gokulshreeschool.com/courses.php?cid=T1E9PQ==)
17:00:21	33219/33219	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2011:30:22%20GMT	https://www.gokulshreeschool.com/course_details.php?cid=TVRBdw==	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/course_detailsbd91.html	(from https://www.gokulshreeschool.com/courses.php?cid=T1E9PQ==)
17:00:21	33235/33235	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2011:30:22%20GMT	https://www.gokulshreeschool.com/course_details.php?cid=TVRBeA==	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/course_detailsf396.html	(from https://www.gokulshreeschool.com/courses.php?cid=T1E9PQ==)
17:00:22	32068/32068	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2011:30:22%20GMT	https://www.gokulshreeschool.com/course_details.php?cid=TVRBeQ==	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/course_details06ad.html	(from https://www.gokulshreeschool.com/courses.php?cid=T1E9PQ==)
17:00:22	33175/33175	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2011:30:23%20GMT	https://www.gokulshreeschool.com/course_details.php?cid=TVRBeg==	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/course_detailsaa62.html	(from https://www.gokulshreeschool.com/courses.php?cid=T1E9PQ==)
17:00:22	33177/33177	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2011:30:23%20GMT	https://www.gokulshreeschool.com/course_details.php?cid=TVRBMA==	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/course_details4b79.html	(from https://www.gokulshreeschool.com/courses.php?cid=T1E9PQ==)
17:00:23	31988/31988	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2011:30:23%20GMT	https://www.gokulshreeschool.com/course_details.php?cid=TVRBMQ==	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/course_detailsad44.html	(from https://www.gokulshreeschool.com/courses.php?cid=T1E9PQ==)
17:00:23	0/0	---M--	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2011:30:24%20GMT	https://www.gokulshreeschool.com/find_branch_web.php?cid=	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/find_branch_web689f.php	(from https://www.gokulshreeschool.com/registration.php)
17:00:24	2800/2800	---M-Z	200	added ('OK')	text/css	date:Sun,%2031%20Oct%202021%2014:07:24%20GMT	https://www.gokulshreeschool.com/css/lightbox.min.css	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/css/lightbox.min.css	(from https://www.gokulshreeschool.com/publications.php)
17:00:25	93256/93256	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2031%20Oct%202021%2014:07:28%20GMT	https://www.gokulshreeschool.com/js/lightbox-plus-jquery.min.js	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/js/lightbox-plus-jquery.min.js	(from https://www.gokulshreeschool.com/publications.php)
17:00:25	796/796	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Feb%202026%2011:30:26%20GMT	https://www.gokulshreeschool.com/upload/gallery/1627723405630354241.jpg	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/upload/gallery/1627723405630354241.jpg	(from https://www.gokulshreeschool.com/publications.php)
17:00:25	796/796	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Feb%202026%2011:30:26%20GMT	https://www.gokulshreeschool.com/upload/gallery/16277233881513855822.jpg	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/upload/gallery/16277233881513855822.jpg	(from https://www.gokulshreeschool.com/publications.php)
17:00:26	54930/54930	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2011:30:26%20GMT	https://www.gokulshreeschool.com/photos_view.php?pid=TVE9PQ==	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/photos_viewefc0.html	(from https://www.gokulshreeschool.com/photos.php)
17:00:26	796/796	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Feb%202026%2011:30:27%20GMT	https://www.gokulshreeschool.com/upload/gallery/16277141141418201295.jpg	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/upload/gallery/16277141141418201295.jpg	(from https://www.gokulshreeschool.com/photos.php)
17:00:26	47198/47198	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2011:30:27%20GMT	https://www.gokulshreeschool.com/photos_view.php?pid=TXc9PQ==	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/photos_view8755.html	(from https://www.gokulshreeschool.com/photos.php)
17:00:27	33676/33676	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2011:30:27%20GMT	https://www.gokulshreeschool.com/photos_view.php?pid=TkE9PQ==	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/photos_view6274.html	(from https://www.gokulshreeschool.com/photos.php)
17:00:27	796/796	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Feb%202026%2011:30:27%20GMT	https://www.gokulshreeschool.com/upload/gallery/16279002791940679807.jpg	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/upload/gallery/16279002791940679807.jpg	(from https://www.gokulshreeschool.com/photos.php)
17:00:27	32705/32705	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2011:30:28%20GMT	https://www.gokulshreeschool.com/photos_view.php?pid=TlE9PQ==	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/photos_view3c95.html	(from https://www.gokulshreeschool.com/photos.php)
17:00:27	796/796	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Feb%202026%2011:30:28%20GMT	https://www.gokulshreeschool.com/upload/gallery/16672231341896495465.jpg	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/upload/gallery/16672231341896495465.jpg	(from https://www.gokulshreeschool.com/photos.php)
17:00:27	33638/33638	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2011:30:28%20GMT	https://www.gokulshreeschool.com/photos_view.php?pid=Tmc9PQ==	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/photos_view9254.html	(from https://www.gokulshreeschool.com/photos.php)
17:00:28	32672/32672	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2011:30:29%20GMT	https://www.gokulshreeschool.com/photos_view.php?pid=Tnc9PQ==	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/photos_viewbd5b.html	(from https://www.gokulshreeschool.com/photos.php)
17:00:28	796/796	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Feb%202026%2011:30:29%20GMT	https://www.gokulshreeschool.com/upload/gallery/1629355646166117487.jpg	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/upload/gallery/1629355646166117487.jpg	(from https://www.gokulshreeschool.com/photos.php)
17:00:28	32704/32704	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2011:30:29%20GMT	https://www.gokulshreeschool.com/photos_view.php?pid=T1E9PQ==	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/photos_view5b10.html	(from https://www.gokulshreeschool.com/photos.php)
17:00:28	796/796	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Feb%202026%2011:30:29%20GMT	https://www.gokulshreeschool.com/upload/gallery/16299488101483201427.jpg	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/upload/gallery/16299488101483201427.jpg	(from https://www.gokulshreeschool.com/photos.php)
17:00:29	33734/33734	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2011:30:30%20GMT	https://www.gokulshreeschool.com/photos_view.php?pid=TVRBPQ==	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/photos_viewa63d.html	(from https://www.gokulshreeschool.com/photos.php)
17:00:29	796/796	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Feb%202026%2011:30:30%20GMT	https://www.gokulshreeschool.com/upload/gallery/16299611702134384987.jpg	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/upload/gallery/16299611702134384987.jpg	(from https://www.gokulshreeschool.com/photos.php)
17:00:29	796/796	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Feb%202026%2011:30:30%20GMT	https://www.gokulshreeschool.com/upload/gallery/	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/upload/gallery/index.html	(from https://www.gokulshreeschool.com/photos.php)
17:00:29	33680/33680	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2011:30:30%20GMT	https://www.gokulshreeschool.com/photos_view.php?pid=TVRFPQ==	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/photos_viewb36e.html	(from https://www.gokulshreeschool.com/photos.php)
17:00:30	796/796	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Feb%202026%2011:30:31%20GMT	https://www.gokulshreeschool.com/upload/gallery/1629961394264603379.jpg	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/upload/gallery/1629961394264603379.jpg	(from https://www.gokulshreeschool.com/photos.php)
17:00:30	32696/32696	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2011:30:31%20GMT	https://www.gokulshreeschool.com/photos_view.php?pid=TVRJPQ==	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/photos_view492f.html	(from https://www.gokulshreeschool.com/photos.php)
17:00:30	796/796	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Feb%202026%2011:30:31%20GMT	https://www.gokulshreeschool.com/upload/gallery/16299615411146856322.jpg	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/upload/gallery/16299615411146856322.jpg	(from https://www.gokulshreeschool.com/photos.php)
17:00:30	32717/32717	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2011:30:31%20GMT	https://www.gokulshreeschool.com/photos_view.php?pid=TVRNPQ==	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/photos_viewee42.html	(from https://www.gokulshreeschool.com/photos.php)
17:00:31	31742/31742	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2011:30:32%20GMT	https://www.gokulshreeschool.com/photos_view.php?pid=TVRRPQ==	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/photos_view96fc.html	(from https://www.gokulshreeschool.com/photos.php)
17:00:31	32680/32680	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2011:30:32%20GMT	https://www.gokulshreeschool.com/videos_view.php?pid=Tnc9PQ==	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/videos_viewbd5b.html	(from https://www.gokulshreeschool.com/videos.php)
17:00:33	31720/31720	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Feb%202026%2011:30:33%20GMT	https://www.gokulshreeschool.com/videos_view.php?pid=T0E9PQ==	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/videos_view40e9.html	(from https://www.gokulshreeschool.com/videos.php)
17:00:33	796/796	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Feb%202026%2011:30:34%20GMT	https://www.gokulshreeschool.com/get-course.php?q=	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/get-course03d2.php	(from https://www.gokulshreeschool.com/find_branch.php)
17:00:33	796/796	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Feb%202026%2011:30:34%20GMT	https://www.gokulshreeschool.com/uploads/file/2_0(1).jpg	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/uploads/file/2_0(1).jpg	(from https://www.gokulshreeschool.com/payment.php)
17:00:34	796/796	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Feb%202026%2011:30:35%20GMT	https://www.gokulshreeschool.com/new/product/category/1631345060756.png	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/new/product/category/1631345060756.png	(from https://www.gokulshreeschool.com/downloads.php)
17:00:34	175038/175038	---M--	200	added ('OK')	application/pdf	date:Mon,%2031%20Oct%202022%2013:26:52%20GMT	https://www.gokulshreeschool.com/new/product/category/1667222812849.pdf	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/new/product/category/1667222812849.pdf	(from https://www.gokulshreeschool.com/downloads.php)
17:00:35	743102/743102	---M--	200	added ('OK')	image/jpeg	date:Mon,%2031%20Oct%202022%2013:25:59%20GMT	https://www.gokulshreeschool.com/new/product/category/1667222759110.jpg	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/new/product/category/1667222759110.jpg	(from https://www.gokulshreeschool.com/downloads.php)
17:00:35	796/796	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Feb%202026%2011:30:36%20GMT	https://www.gokulshreeschool.com/new/product/category/1631344194398.jpg	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/new/product/category/1631344194398.jpg	(from https://www.gokulshreeschool.com/downloads.php)
17:00:35	107464/107464	---M--	200	added ('OK')	application/pdf	date:Tue,%2001%20Nov%202022%2003:12:46%20GMT	https://www.gokulshreeschool.com/new/product/category/1667272366965.pdf	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/new/product/category/1667272366965.pdf	(from https://www.gokulshreeschool.com/downloads.php)
17:00:35	796/796	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Feb%202026%2011:30:36%20GMT	https://www.gokulshreeschool.com/new/product/category/163134399522.jpg	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/new/product/category/163134399522.jpg	(from https://www.gokulshreeschool.com/downloads.php)
17:00:35	796/796	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Feb%202026%2011:30:36%20GMT	https://www.gokulshreeschool.com/new/product/category/1631344053565.jpg	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/new/product/category/1631344053565.jpg	(from https://www.gokulshreeschool.com/downloads.php)
17:00:36	796/796	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Feb%202026%2011:30:37%20GMT	https://www.gokulshreeschool.com/new/product/category/1631343909988.jpg	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/new/product/category/1631343909988.jpg	(from https://www.gokulshreeschool.com/downloads.php)
17:00:36	796/796	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Feb%202026%2011:30:37%20GMT	https://www.gokulshreeschool.com/new/product/category/1629873629244.pdf	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/new/product/category/1629873629244.pdf	(from https://www.gokulshreeschool.com/downloads.php)
17:00:37	75220/75220	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2031%20Oct%202021%2014:07:27%20GMT	https://www.gokulshreeschool.com/fonts/fontawesome-webfont914c.eot?v=4.6.1	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/fonts/fontawesome-webfont914c914c.eot	(from https://www.gokulshreeschool.com/css/font-awesome.css)
17:00:37	796/796	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Feb%202026%2011:30:38%20GMT	https://www.gokulshreeschool.com/new/product/category/	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/new/product/category/index.html	(from https://www.gokulshreeschool.com/downloads.php)
17:00:37	75220/75220	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2031%20Oct%202021%2014:07:27%20GMT	https://www.gokulshreeschool.com/fonts/fontawesome-webfontd41d.eot?	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/fonts/fontawesome-webfontd41dd41d.eot	(from https://www.gokulshreeschool.com/css/font-awesome.css)
17:00:38	70728/70728	---M--	200	added ('OK')	font/woff2	date:Sun,%2031%20Oct%202021%2014:07:27%20GMT	https://www.gokulshreeschool.com/fonts/fontawesome-webfont914c.woff2?v=4.6.1	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/fonts/fontawesome-webfont914c914c.woff2	(from https://www.gokulshreeschool.com/css/font-awesome.css)
17:00:38	89076/89076	---M--	200	added ('OK')	font/woff	date:Sun,%2031%20Oct%202021%2014:07:27%20GMT	https://www.gokulshreeschool.com/fonts/fontawesome-webfont914c.woff?v=4.6.1	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/fonts/fontawesome-webfont914c914c.woff	(from https://www.gokulshreeschool.com/css/font-awesome.css)
17:00:38	150920/150920	---M-Z	200	added ('OK')	font/ttf	date:Sun,%2031%20Oct%202021%2014:07:27%20GMT	https://www.gokulshreeschool.com/fonts/fontawesome-webfont914c.ttf?v=4.6.1	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/fonts/fontawesome-webfont914c914c.ttf	(from https://www.gokulshreeschool.com/css/font-awesome.css)
17:00:38	796/796	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Feb%202026%2011:30:39%20GMT	https://www.gokulshreeschool.com/fonts/fontawesome-webfont914c.svg?v=4.6.1	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/fonts/fontawesome-webfont914c914c.svg	(from https://www.gokulshreeschool.com/css/font-awesome.css)
17:00:39	35136/35136	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2031%20Oct%202021%2014:07:27%20GMT	https://www.gokulshreeschool.com/fonts/flaticon.eot	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/fonts/flaticon.eot	(from https://www.gokulshreeschool.com/css/flaticon.css)
17:00:39	35136/35136	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2031%20Oct%202021%2014:07:27%20GMT	https://www.gokulshreeschool.com/fonts/flaticond41d.eot?	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/fonts/flaticond41dd41d.eot	(from https://www.gokulshreeschool.com/css/flaticon.css)
17:00:39	20920/20920	---M--	200	added ('OK')	font/woff	date:Sun,%2031%20Oct%202021%2014:07:27%20GMT	https://www.gokulshreeschool.com/fonts/flaticon.woff	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/fonts/flaticon.woff	(from https://www.gokulshreeschool.com/css/flaticon.css)
17:00:39	34960/34960	---M-Z	200	added ('OK')	font/ttf	date:Sun,%2031%20Oct%202021%2014:07:27%20GMT	https://www.gokulshreeschool.com/fonts/flaticon.ttf	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/fonts/flaticon.ttf	(from https://www.gokulshreeschool.com/css/flaticon.css)
17:00:40	796/796	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Feb%202026%2011:30:41%20GMT	https://www.gokulshreeschool.com/fonts/flaticon.svg	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/fonts/flaticon.svg	(from https://www.gokulshreeschool.com/css/flaticon.css)
17:00:40	796/796	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Feb%202026%2011:30:41%20GMT	https://www.gokulshreeschool.com/css/owl.video.play.png	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/css/owl.video.play.png	(from https://www.gokulshreeschool.com/css/owl.css)
17:00:40	796/796	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Feb%202026%2011:30:41%20GMT	https://www.gokulshreeschool.com/images/fancybox/fancybox_sprite.png	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/images/fancybox/fancybox_sprite.png	(from https://www.gokulshreeschool.com/css/jquery.fancybox.css)
17:00:41	796/796	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Feb%202026%2011:30:42%20GMT	https://www.gokulshreeschool.com/images/fancybox/fancybox_loading.gif	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/images/fancybox/fancybox_loading.gif	(from https://www.gokulshreeschool.com/css/jquery.fancybox.css)
17:00:41	796/796	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Feb%202026%2011:30:42%20GMT	https://www.gokulshreeschool.com/images/fancybox/blank.gif	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/images/fancybox/blank.gif	(from https://www.gokulshreeschool.com/css/jquery.fancybox.css)
17:00:41	796/796	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Feb%202026%2011:30:42%20GMT	https://www.gokulshreeschool.com/images/fancybox/fancybox_overlay.png	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/images/fancybox/fancybox_overlay.png	(from https://www.gokulshreeschool.com/css/jquery.fancybox.css)
17:00:41	796/796	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Feb%202026%2011:30:42%20GMT	https://www.gokulshreeschool.com/images/fancybox/fancybox_sprite%402x.png	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/images/fancybox/fancybox_sprite@2x.png	(from https://www.gokulshreeschool.com/css/jquery.fancybox.css)
17:00:42	796/796	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Feb%202026%2011:30:43%20GMT	https://www.gokulshreeschool.com/images/fancybox/fancybox_loading%402x.gif	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/images/fancybox/fancybox_loading@2x.gif	(from https://www.gokulshreeschool.com/css/jquery.fancybox.css)
17:00:43	49388/49388	---M--	200	added ('OK')	image/jpeg	date:Sun,%2031%20Oct%202021%2014:07:40%20GMT	https://www.gokulshreeschool.com/new/images/cpanel_login_sprite.jpg	c:/Users/mevis/-GM-/_site_mirror/www.gokulshreeschool.com/new/images/cpanel_login_sprite.jpg	(from https://www.gokulshreeschool.com/new/css/index.css)
